ts,bezug_kwh_qh,einsp_kwh_qh
2025-09-01T00:00:00,2.535,0.0
2025-09-01T00:15:00,2.76,0.0
2025-09-01T00:30:00,4.02,0.0
2025-09-01T00:45:00,3.015,0.0
2025-09-01T01:00:00,2.505,0.0
2025-09-01T01:15:00,2.445,0.0
2025-09-01T01:30:00,2.46,0.0
2025-09-01T01:45:00,2.415,0.0
2025-09-01T02:00:00,3.69,0.0
2025-09-01T02:15:00,3.675,0.0
2025-09-01T02:30:00,2.25,0.0
2025-09-01T02:45:00,3.39,0.0
2025-09-01T03:00:00,3.675,0.0
2025-09-01T03:15:00,3.555,0.0
2025-09-01T03:30:00,2.25,0.0
2025-09-01T03:45:00,3.54,0.0
2025-09-01T04:00:00,3.705,0.0
2025-09-01T04:15:00,3.585,0.0
2025-09-01T04:30:00,2.25,0.0
2025-09-01T04:45:00,3.06,0.0
2025-09-01T05:00:00,3.66,0.0
2025-09-01T05:15:00,4.035,0.0
2025-09-01T05:30:00,3.42,0.0
2025-09-01T05:45:00,3.435,0.0
2025-09-01T06:00:00,5.04,0.0
2025-09-01T06:15:00,5.67,0.0
2025-09-01T06:30:00,4.845,0.0
2025-09-01T06:45:00,3.555,0.0
2025-09-01T07:00:00,8.355,0.0
2025-09-01T07:15:00,12.825,0.0
2025-09-01T07:30:00,11.895,0.0
2025-09-01T07:45:00,10.785,0.0
2025-09-01T08:00:00,7.83,0.0
2025-09-01T08:15:00,5.97,0.0
2025-09-01T08:30:00,6.27,0.0
2025-09-01T08:45:00,7.41,0.0
2025-09-01T09:00:00,9.165,0.0
2025-09-01T09:15:00,12.525,0.0
2025-09-01T09:30:00,12.21,0.0
2025-09-01T09:45:00,10.215,0.0
2025-09-01T10:00:00,12.66,0.0
2025-09-01T10:15:00,10.695,0.0
2025-09-01T10:30:00,2.265,0.165
2025-09-01T10:45:00,1.23,0.345
2025-09-01T11:00:00,1.29,0.255
2025-09-01T11:15:00,1.545,0.12
2025-09-01T11:30:00,3.99,0.09
2025-09-01T11:45:00,10.365,0.0
2025-09-01T12:00:00,2.805,0.45
2025-09-01T12:15:00,0.54,0.885
2025-09-01T12:30:00,0.765,0.675
2025-09-01T12:45:00,0.45,0.705
2025-09-01T13:00:00,1.275,0.555
2025-09-01T13:15:00,3.765,0.165
2025-09-01T13:30:00,0.78,0.48
2025-09-01T13:45:00,0.225,0.72
2025-09-01T14:00:00,0.0,2.505
2025-09-01T14:15:00,0.195,1.125
2025-09-01T14:30:00,0.06,3.27
2025-09-01T14:45:00,0.045,4.725
2025-09-01T15:00:00,0.0,5.655
2025-09-01T15:15:00,0.03,3.78
2025-09-01T15:30:00,0.105,1.77
2025-09-01T15:45:00,0.18,0.315
2025-09-01T16:00:00,3.45,0.0
2025-09-01T16:15:00,5.61,0.0
2025-09-01T16:30:00,2.22,0.48
2025-09-01T16:45:00,4.05,0.39
2025-09-01T17:00:00,7.41,0.0
2025-09-01T17:15:00,7.56,0.0
2025-09-01T17:30:00,7.89,0.0
2025-09-01T17:45:00,7.185,0.0
2025-09-01T18:00:00,5.985,0.0
2025-09-01T18:15:00,6.255,0.0
2025-09-01T18:30:00,6.735,0.0
2025-09-01T18:45:00,7.995,0.0
2025-09-01T19:00:00,8.625,0.0
2025-09-01T19:15:00,8.025,0.0
2025-09-01T19:30:00,7.575,0.0
2025-09-01T19:45:00,5.73,0.0
2025-09-01T20:00:00,6.105,0.0
2025-09-01T20:15:00,4.74,0.0
2025-09-01T20:30:00,4.455,0.0
2025-09-01T20:45:00,4.515,0.0
2025-09-01T21:00:00,3.825,0.0
2025-09-01T21:15:00,3.645,0.0
2025-09-01T21:30:00,3.495,0.0
2025-09-01T21:45:00,3.195,0.0
2025-09-01T22:00:00,3.06,0.0
2025-09-01T22:15:00,4.215,0.0
2025-09-01T22:30:00,4.71,0.0
2025-09-01T22:45:00,3.135,0.0
2025-09-01T23:00:00,2.655,0.0
2025-09-01T23:15:00,2.985,0.0
2025-09-01T23:30:00,2.625,0.0
2025-09-01T23:45:00,3.735,0.0
2025-09-02T00:00:00,3.765,0.0
2025-09-02T00:15:00,2.46,0.0
2025-09-02T00:30:00,2.55,0.0
2025-09-02T00:45:00,2.52,0.0
2025-09-02T01:00:00,3.21,0.0
2025-09-02T01:15:00,3.855,0.0
2025-09-02T01:30:00,4.185,0.0
2025-09-02T01:45:00,3.81,0.0
2025-09-02T02:00:00,2.475,0.0
2025-09-02T02:15:00,2.52,0.0
2025-09-02T02:30:00,3.975,0.0
2025-09-02T02:45:00,3.885,0.0
2025-09-02T03:00:00,3.57,0.0
2025-09-02T03:15:00,3.645,0.0
2025-09-02T03:30:00,3.705,0.0
2025-09-02T03:45:00,3.78,0.0
2025-09-02T04:00:00,3.75,0.0
2025-09-02T04:15:00,2.805,0.0
2025-09-02T04:30:00,2.67,0.0
2025-09-02T04:45:00,3.675,0.0
2025-09-02T05:00:00,3.675,0.0
2025-09-02T05:15:00,4.605,0.0
2025-09-02T05:30:00,3.465,0.0
2025-09-02T05:45:00,3.45,0.0
2025-09-02T06:00:00,3.66,0.0
2025-09-02T06:15:00,5.19,0.0
2025-09-02T06:30:00,4.92,0.0
2025-09-02T06:45:00,3.795,0.0
2025-09-02T07:00:00,7.095,0.0
2025-09-02T07:15:00,10.485,0.0
2025-09-02T07:30:00,10.125,0.0
2025-09-02T07:45:00,10.215,0.0
2025-09-02T08:00:00,7.98,0.0
2025-09-02T08:15:00,7.575,0.0
2025-09-02T08:30:00,8.595,0.0
2025-09-02T08:45:00,8.475,0.0
2025-09-02T09:00:00,9.045,0.0
2025-09-02T09:15:00,8.37,0.0
2025-09-02T09:30:00,7.395,0.0
2025-09-02T09:45:00,5.76,0.0
2025-09-02T10:00:00,6.045,0.0
2025-09-02T10:15:00,7.965,0.0
2025-09-02T10:30:00,7.02,0.0
2025-09-02T10:45:00,6.045,0.0
2025-09-02T11:00:00,4.77,0.0
2025-09-02T11:15:00,4.38,0.0
2025-09-02T11:30:00,12.18,0.0
2025-09-02T11:45:00,2.79,0.0
2025-09-02T12:00:00,2.13,0.06
2025-09-02T12:15:00,1.17,0.0
2025-09-02T12:30:00,3.165,0.0
2025-09-02T12:45:00,10.83,0.015
2025-09-02T13:00:00,5.88,0.045
2025-09-02T13:15:00,3.0,0.03
2025-09-02T13:30:00,0.21,0.36
2025-09-02T13:45:00,4.635,0.09
2025-09-02T14:00:00,5.235,0.06
2025-09-02T14:15:00,2.49,0.195
2025-09-02T14:30:00,2.46,0.015
2025-09-02T14:45:00,0.48,0.03
2025-09-02T15:00:00,1.875,0.0
2025-09-02T15:15:00,5.625,0.0
2025-09-02T15:30:00,6.18,0.0
2025-09-02T15:45:00,4.8,0.0
2025-09-02T16:00:00,5.235,0.0
2025-09-02T16:15:00,4.74,0.0
2025-09-02T16:30:00,8.805,0.0
2025-09-02T16:45:00,8.46,0.0
2025-09-02T17:00:00,11.505,0.0
2025-09-02T17:15:00,9.825,0.0
2025-09-02T17:30:00,11.025,0.0
2025-09-02T17:45:00,10.38,0.0
2025-09-02T18:00:00,10.875,0.0
2025-09-02T18:15:00,9.255,0.0
2025-09-02T18:30:00,6.87,0.0
2025-09-02T18:45:00,7.725,0.0
2025-09-02T19:00:00,9.03,0.0
2025-09-02T19:15:00,7.395,0.0
2025-09-02T19:30:00,7.005,0.0
2025-09-02T19:45:00,6.045,0.0
2025-09-02T20:00:00,6.93,0.0
2025-09-02T20:15:00,4.59,0.0
2025-09-02T20:30:00,4.05,0.0
2025-09-02T20:45:00,3.795,0.0
2025-09-02T21:00:00,3.525,0.0
2025-09-02T21:15:00,3.615,0.0
2025-09-02T21:30:00,3.15,0.0
2025-09-02T21:45:00,3.135,0.0
2025-09-02T22:00:00,4.2,0.0
2025-09-02T22:15:00,4.425,0.0
2025-09-02T22:30:00,3.72,0.0
2025-09-02T22:45:00,2.82,0.0
2025-09-02T23:00:00,2.43,0.0
2025-09-02T23:15:00,2.985,0.0
2025-09-02T23:30:00,3.855,0.0
2025-09-02T23:45:00,3.225,0.0
2025-09-03T00:00:00,2.625,0.0
2025-09-03T00:15:00,2.4,0.0
2025-09-03T00:30:00,3.255,0.0
2025-09-03T00:45:00,4.305,0.0
2025-09-03T01:00:00,3.555,0.0
2025-09-03T01:15:00,2.7,0.0
2025-09-03T01:30:00,3.345,0.0
2025-09-03T01:45:00,3.81,0.0
2025-09-03T02:00:00,2.955,0.0
2025-09-03T02:15:00,2.64,0.0
2025-09-03T02:30:00,3.84,0.0
2025-09-03T02:45:00,3.84,0.0
2025-09-03T03:00:00,3.645,0.0
2025-09-03T03:15:00,2.625,0.0
2025-09-03T03:30:00,2.985,0.0
2025-09-03T03:45:00,3.57,0.0
2025-09-03T04:00:00,3.765,0.0
2025-09-03T04:15:00,3.345,0.0
2025-09-03T04:30:00,2.31,0.0
2025-09-03T04:45:00,3.51,0.0
2025-09-03T05:00:00,3.54,0.0
2025-09-03T05:15:00,4.56,0.0
2025-09-03T05:30:00,3.105,0.0
2025-09-03T05:45:00,3.435,0.0
2025-09-03T06:00:00,2.97,0.0
2025-09-03T06:15:00,6.42,0.0
2025-09-03T06:30:00,4.905,0.0
2025-09-03T06:45:00,3.255,0.0
2025-09-03T07:00:00,3.84,0.0
2025-09-03T07:15:00,6.315,0.0
2025-09-03T07:30:00,4.995,0.0
2025-09-03T07:45:00,9.15,0.0
2025-09-03T08:00:00,6.375,0.0
2025-09-03T08:15:00,6.93,0.0
2025-09-03T08:30:00,8.025,0.0
2025-09-03T08:45:00,9.255,0.0
2025-09-03T09:00:00,7.38,0.0
2025-09-03T09:15:00,7.845,0.0
2025-09-03T09:30:00,7.065,0.0
2025-09-03T09:45:00,5.565,0.0
2025-09-03T10:00:00,7.89,0.0
2025-09-03T10:15:00,8.715,0.0
2025-09-03T10:30:00,5.16,0.165
2025-09-03T10:45:00,0.21,0.825
2025-09-03T11:00:00,0.195,0.645
2025-09-03T11:15:00,0.795,0.285
2025-09-03T11:30:00,0.66,0.555
2025-09-03T11:45:00,0.915,0.525
2025-09-03T12:00:00,0.27,0.69
2025-09-03T12:15:00,0.24,0.63
2025-09-03T12:30:00,0.48,0.705
2025-09-03T12:45:00,1.905,0.345
2025-09-03T13:00:00,0.81,0.465
2025-09-03T13:15:00,0.285,1.185
2025-09-03T13:30:00,0.015,2.115
2025-09-03T13:45:00,0.39,1.41
2025-09-03T14:00:00,0.09,4.545
2025-09-03T14:15:00,0.0,6.735
2025-09-03T14:30:00,0.0,6.93
2025-09-03T14:45:00,0.0,7.035
2025-09-03T15:00:00,0.0,5.94
2025-09-03T15:15:00,0.03,1.62
2025-09-03T15:30:00,0.015,1.845
2025-09-03T15:45:00,0.015,2.205
2025-09-03T16:00:00,0.03,2.01
2025-09-03T16:15:00,0.195,2.85
2025-09-03T16:30:00,0.18,2.745
2025-09-03T16:45:00,2.79,0.135
2025-09-03T17:00:00,2.745,0.195
2025-09-03T17:15:00,3.885,0.12
2025-09-03T17:30:00,3.585,0.075
2025-09-03T17:45:00,7.125,0.0
2025-09-03T18:00:00,7.545,0.0
2025-09-03T18:15:00,9.87,0.0
2025-09-03T18:30:00,7.035,0.0
2025-09-03T18:45:00,6.99,0.0
2025-09-03T19:00:00,7.665,0.0
2025-09-03T19:15:00,7.56,0.0
2025-09-03T19:30:00,6.81,0.0
2025-09-03T19:45:00,6.375,0.0
2025-09-03T20:00:00,5.325,0.0
2025-09-03T20:15:00,5.115,0.0
2025-09-03T20:30:00,3.81,0.0
2025-09-03T20:45:00,3.495,0.0
2025-09-03T21:00:00,3.555,0.0
2025-09-03T21:15:00,3.78,0.0
2025-09-03T21:30:00,3.81,0.0
2025-09-03T21:45:00,3.24,0.0
2025-09-03T22:00:00,3.015,0.0
2025-09-03T22:15:00,3.015,0.0
2025-09-03T22:30:00,2.955,0.0
2025-09-03T22:45:00,2.895,0.0
2025-09-03T23:00:00,2.565,0.0
2025-09-03T23:15:00,2.88,0.0
2025-09-03T23:30:00,2.43,0.0
2025-09-03T23:45:00,2.295,0.0
2025-09-04T00:00:00,3.285,0.0
2025-09-04T00:15:00,3.915,0.0
2025-09-04T00:30:00,2.4,0.0
2025-09-04T00:45:00,2.4,0.0
2025-09-04T01:00:00,2.325,0.0
2025-09-04T01:15:00,2.415,0.0
2025-09-04T01:30:00,3.81,0.0
2025-09-04T01:45:00,3.39,0.0
2025-09-04T02:00:00,2.28,0.0
2025-09-04T02:15:00,3.12,0.0
2025-09-04T02:30:00,3.78,0.0
2025-09-04T02:45:00,3.675,0.0
2025-09-04T03:00:00,2.445,0.0
2025-09-04T03:15:00,3.075,0.0
2025-09-04T03:30:00,3.42,0.0
2025-09-04T03:45:00,3.555,0.0
2025-09-04T04:00:00,2.865,0.0
2025-09-04T04:15:00,2.7,0.0
2025-09-04T04:30:00,3.63,0.0
2025-09-04T04:45:00,3.54,0.0
2025-09-04T05:00:00,3.63,0.0
2025-09-04T05:15:00,3.39,0.0
2025-09-04T05:30:00,2.955,0.0
2025-09-04T05:45:00,3.42,0.0
2025-09-04T06:00:00,3.33,0.0
2025-09-04T06:15:00,6.495,0.0
2025-09-04T06:30:00,5.13,0.0
2025-09-04T06:45:00,3.405,0.0
2025-09-04T07:00:00,8.895,0.0
2025-09-04T07:15:00,7.335,0.0
2025-09-04T07:30:00,9.645,0.0
2025-09-04T07:45:00,9.525,0.0
2025-09-04T08:00:00,8.115,0.0
2025-09-04T08:15:00,7.38,0.0
2025-09-04T08:30:00,5.805,0.0
2025-09-04T08:45:00,8.835,0.0
2025-09-04T09:00:00,7.74,0.0
2025-09-04T09:15:00,7.725,0.0
2025-09-04T09:30:00,8.04,0.0
2025-09-04T09:45:00,8.295,0.0
2025-09-04T10:00:00,9.735,0.0
2025-09-04T10:15:00,10.89,0.0
2025-09-04T10:30:00,4.68,0.165
2025-09-04T10:45:00,0.375,1.26
2025-09-04T11:00:00,0.24,1.32
2025-09-04T11:15:00,0.63,0.555
2025-09-04T11:30:00,3.12,0.21
2025-09-04T11:45:00,0.795,0.825
2025-09-04T12:00:00,0.09,1.74
2025-09-04T12:15:00,0.39,1.485
2025-09-04T12:30:00,0.6,1.095
2025-09-04T12:45:00,2.37,0.39
2025-09-04T13:00:00,0.525,0.765
2025-09-04T13:15:00,0.555,0.735
2025-09-04T13:30:00,0.285,0.63
2025-09-04T13:45:00,0.675,0.555
2025-09-04T14:00:00,0.69,1.035
2025-09-04T14:15:00,0.42,2.595
2025-09-04T14:30:00,0.66,1.695
2025-09-04T14:45:00,0.18,2.595
2025-09-04T15:00:00,0.36,1.62
2025-09-04T15:15:00,0.735,0.39
2025-09-04T15:30:00,0.66,0.33
2025-09-04T15:45:00,1.335,0.3
2025-09-04T16:00:00,0.855,0.51
2025-09-04T16:15:00,0.75,0.345
2025-09-04T16:30:00,2.79,0.165
2025-09-04T16:45:00,3.135,0.09
2025-09-04T17:00:00,3.81,0.06
2025-09-04T17:15:00,4.11,0.15
2025-09-04T17:30:00,8.115,0.0
2025-09-04T17:45:00,5.295,0.0
2025-09-04T18:00:00,4.5,0.0
2025-09-04T18:15:00,6.18,0.0
2025-09-04T18:30:00,5.385,0.0
2025-09-04T18:45:00,5.58,0.0
2025-09-04T19:00:00,7.59,0.0
2025-09-04T19:15:00,7.77,0.0
2025-09-04T19:30:00,6.735,0.0
2025-09-04T19:45:00,6.51,0.0
2025-09-04T20:00:00,6.615,0.0
2025-09-04T20:15:00,5.325,0.0
2025-09-04T20:30:00,5.055,0.0
2025-09-04T20:45:00,4.875,0.0
2025-09-04T21:00:00,7.185,0.0
2025-09-04T21:15:00,6.255,0.0
2025-09-04T21:30:00,3.42,0.0
2025-09-04T21:45:00,3.585,0.0
2025-09-04T22:00:00,3.165,0.0
2025-09-04T22:15:00,3.27,0.0
2025-09-04T22:30:00,3.135,0.0
2025-09-04T22:45:00,2.97,0.0
2025-09-04T23:00:00,2.67,0.0
2025-09-04T23:15:00,3.045,0.0
2025-09-04T23:30:00,2.475,0.0
2025-09-04T23:45:00,2.55,0.0
2025-09-05T00:00:00,3.09,0.0
2025-09-05T00:15:00,3.945,0.0
2025-09-05T00:30:00,3.45,0.0
2025-09-05T00:45:00,2.43,0.0
2025-09-05T01:00:00,2.37,0.0
2025-09-05T01:15:00,2.25,0.0
2025-09-05T01:30:00,2.34,0.0
2025-09-05T01:45:00,3.3,0.0
2025-09-05T02:00:00,3.795,0.0
2025-09-05T02:15:00,3.705,0.0
2025-09-05T02:30:00,3.78,0.0
2025-09-05T02:45:00,2.775,0.0
2025-09-05T03:00:00,2.43,0.0
2025-09-05T03:15:00,3.63,0.0
2025-09-05T03:30:00,3.51,0.0
2025-09-05T03:45:00,3.675,0.0
2025-09-05T04:00:00,3.765,0.0
2025-09-05T04:15:00,2.625,0.0
2025-09-05T04:30:00,2.34,0.0
2025-09-05T04:45:00,3.525,0.0
2025-09-05T05:00:00,3.66,0.0
2025-09-05T05:15:00,4.605,0.0
2025-09-05T05:30:00,3.21,0.0
2025-09-05T05:45:00,3.525,0.0
2025-09-05T06:00:00,2.865,0.0
2025-09-05T06:15:00,3.69,0.0
2025-09-05T06:30:00,5.835,0.0
2025-09-05T06:45:00,4.38,0.0
2025-09-05T07:00:00,6.36,0.0
2025-09-05T07:15:00,7.125,0.0
2025-09-05T07:30:00,5.76,0.0
2025-09-05T07:45:00,10.2,0.0
2025-09-05T08:00:00,9.27,0.0
2025-09-05T08:15:00,6.75,0.0
2025-09-05T08:30:00,7.635,0.0
2025-09-05T08:45:00,5.46,0.0
2025-09-05T09:00:00,6.345,0.0
2025-09-05T09:15:00,7.08,0.0
2025-09-05T09:30:00,7.575,0.0
2025-09-05T09:45:00,6.975,0.0
2025-09-05T10:00:00,6.435,0.0
2025-09-05T10:15:00,5.385,0.0
2025-09-05T10:30:00,7.17,0.0
2025-09-05T10:45:00,4.305,0.0
2025-09-05T11:00:00,4.155,0.0
2025-09-05T11:15:00,4.47,0.0
2025-09-05T11:30:00,12.015,0.0
2025-09-05T11:45:00,6.84,0.0
2025-09-05T12:00:00,3.21,0.0
2025-09-05T12:15:00,7.17,0.0
2025-09-05T12:30:00,5.61,0.0
2025-09-05T12:45:00,8.775,0.0
2025-09-05T13:00:00,11.655,0.0
2025-09-05T13:15:00,7.23,0.0
2025-09-05T13:30:00,8.37,0.0
2025-09-05T13:45:00,8.025,0.0
2025-09-05T14:00:00,5.73,0.0
2025-09-05T14:15:00,4.95,0.0
2025-09-05T14:30:00,3.735,0.0
2025-09-05T14:45:00,3.45,0.0
2025-09-05T15:00:00,4.455,0.0
2025-09-05T15:15:00,8.4,0.0
2025-09-05T15:30:00,6.855,0.0
2025-09-05T15:45:00,6.42,0.0
2025-09-05T16:00:00,6.045,0.0
2025-09-05T16:15:00,5.19,0.0
2025-09-05T16:30:00,5.43,0.0
2025-09-05T16:45:00,5.925,0.0
2025-09-05T17:00:00,9.525,0.0
2025-09-05T17:15:00,9.105,0.0
2025-09-05T17:30:00,7.515,0.0
2025-09-05T17:45:00,10.605,0.0
2025-09-05T18:00:00,9.3,0.0
2025-09-05T18:15:00,8.535,0.0
2025-09-05T18:30:00,8.835,0.0
2025-09-05T18:45:00,7.77,0.0
2025-09-05T19:00:00,8.85,0.0
2025-09-05T19:15:00,9.09,0.0
2025-09-05T19:30:00,8.16,0.0
2025-09-05T19:45:00,8.205,0.0
2025-09-05T20:00:00,5.325,0.0
2025-09-05T20:15:00,4.98,0.0
2025-09-05T20:30:00,4.98,0.0
2025-09-05T20:45:00,5.01,0.0
2025-09-05T21:00:00,3.735,0.0
2025-09-05T21:15:00,4.17,0.0
2025-09-05T21:30:00,5.505,0.0
2025-09-05T21:45:00,4.08,0.0
2025-09-05T22:00:00,3.3,0.0
2025-09-05T22:15:00,2.97,0.0
2025-09-05T22:30:00,2.91,0.0
2025-09-05T22:45:00,3.93,0.0
2025-09-05T23:00:00,3.495,0.0
2025-09-05T23:15:00,2.925,0.0
2025-09-05T23:30:00,2.58,0.0
2025-09-05T23:45:00,2.64,0.0
2025-09-06T00:00:00,3.48,0.0
2025-09-06T00:15:00,4.065,0.0
2025-09-06T00:30:00,2.55,0.0
2025-09-06T00:45:00,3.045,0.0
2025-09-06T01:00:00,4.32,0.0
2025-09-06T01:15:00,3.645,0.0
2025-09-06T01:30:00,2.505,0.0
2025-09-06T01:45:00,3.51,0.0
2025-09-06T02:00:00,3.69,0.0
2025-09-06T02:15:00,2.64,0.0
2025-09-06T02:30:00,3.075,0.0
2025-09-06T02:45:00,3.555,0.0
2025-09-06T03:00:00,3.48,0.0
2025-09-06T03:15:00,2.67,0.0
2025-09-06T03:30:00,2.79,0.0
2025-09-06T03:45:00,3.675,0.0
2025-09-06T04:00:00,3.72,0.0
2025-09-06T04:15:00,3.06,0.0
2025-09-06T04:30:00,2.31,0.0
2025-09-06T04:45:00,3.63,0.0
2025-09-06T05:00:00,4.53,0.0
2025-09-06T05:15:00,3.855,0.0
2025-09-06T05:30:00,3.375,0.0
2025-09-06T05:45:00,2.88,0.0
2025-09-06T06:00:00,3.435,0.0
2025-09-06T06:15:00,6.09,0.0
2025-09-06T06:30:00,4.425,0.0
2025-09-06T06:45:00,3.36,0.0
2025-09-06T07:00:00,4.815,0.0
2025-09-06T07:15:00,11.31,0.0
2025-09-06T07:30:00,10.26,0.0
2025-09-06T07:45:00,9.42,0.0
2025-09-06T08:00:00,9.825,0.0
2025-09-06T08:15:00,9.93,0.0
2025-09-06T08:30:00,9.165,0.0
2025-09-06T08:45:00,7.275,0.0
2025-09-06T09:00:00,6.3,0.0
2025-09-06T09:15:00,8.835,0.0
2025-09-06T09:30:00,9.57,0.0
2025-09-06T09:45:00,9.36,0.0
2025-09-06T10:00:00,5.61,0.0
2025-09-06T10:15:00,5.925,0.0
2025-09-06T10:30:00,10.71,0.0
2025-09-06T10:45:00,1.68,0.225
2025-09-06T11:00:00,0.39,0.675
2025-09-06T11:15:00,0.345,0.75
2025-09-06T11:30:00,0.69,0.66
2025-09-06T11:45:00,1.14,0.435
2025-09-06T12:00:00,0.15,0.915
2025-09-06T12:15:00,1.05,0.57
2025-09-06T12:30:00,0.735,0.705
2025-09-06T12:45:00,2.205,0.51
2025-09-06T13:00:00,0.9,0.645
2025-09-06T13:15:00,0.495,0.81
2025-09-06T13:30:00,0.165,1.56
2025-09-06T13:45:00,0.18,2.055
2025-09-06T14:00:00,0.3,2.535
2025-09-06T14:15:00,0.0,4.77
2025-09-06T14:30:00,0.0,5.1
2025-09-06T14:45:00,0.0,2.445
2025-09-06T15:00:00,0.015,2.355
2025-09-06T15:15:00,0.0,2.475
2025-09-06T15:30:00,0.0,2.82
2025-09-06T15:45:00,0.015,2.265
2025-09-06T16:00:00,0.015,3.315
2025-09-06T16:15:00,0.06,2.295
2025-09-06T16:30:00,0.075,1.5
2025-09-06T16:45:00,0.255,1.71
2025-09-06T17:00:00,2.145,0.045
2025-09-06T17:15:00,1.44,0.12
2025-09-06T17:30:00,3.06,0.03
2025-09-06T17:45:00,3.6,0.0
2025-09-06T18:00:00,3.195,0.0
2025-09-06T18:15:00,7.56,0.0
2025-09-06T18:30:00,6.69,0.0
2025-09-06T18:45:00,6.75,0.0
2025-09-06T19:00:00,6.96,0.0
2025-09-06T19:15:00,7.905,0.0
2025-09-06T19:30:00,5.865,0.0
2025-09-06T19:45:00,6.45,0.0
2025-09-06T20:00:00,5.175,0.0
2025-09-06T20:15:00,4.29,0.0
2025-09-06T20:30:00,4.08,0.0
2025-09-06T20:45:00,4.02,0.0
2025-09-06T21:00:00,3.96,0.0
2025-09-06T21:15:00,3.69,0.0
2025-09-06T21:30:00,3.765,0.0
2025-09-06T21:45:00,3.57,0.0
2025-09-06T22:00:00,3.45,0.0
2025-09-06T22:15:00,3.525,0.0
2025-09-06T22:30:00,3.375,0.0
2025-09-06T22:45:00,2.985,0.0
2025-09-06T23:00:00,2.46,0.0
2025-09-06T23:15:00,2.88,0.0
2025-09-06T23:30:00,2.37,0.0
2025-09-06T23:45:00,2.565,0.0
2025-09-07T00:00:00,3.96,0.0
2025-09-07T00:15:00,2.985,0.0
2025-09-07T00:30:00,2.445,0.0
2025-09-07T00:45:00,2.28,0.0
2025-09-07T01:00:00,2.28,0.0
2025-09-07T01:15:00,2.805,0.0
2025-09-07T01:30:00,3.63,0.0
2025-09-07T01:45:00,2.625,0.0
2025-09-07T02:00:00,2.1,0.0
2025-09-07T02:15:00,3.615,0.0
2025-09-07T02:30:00,3.63,0.0
2025-09-07T02:45:00,3.345,0.0
2025-09-07T03:00:00,2.205,0.0
2025-09-07T03:15:00,3.39,0.0
2025-09-07T03:30:00,3.54,0.0
2025-09-07T03:45:00,3.195,0.0
2025-09-07T04:00:00,2.145,0.0
2025-09-07T04:15:00,3.39,0.0
2025-09-07T04:30:00,3.705,0.0
2025-09-07T04:45:00,3.945,0.0
2025-09-07T05:00:00,3.045,0.0
2025-09-07T05:15:00,4.665,0.0
2025-09-07T05:30:00,4.155,0.0
2025-09-07T05:45:00,3.105,0.0
2025-09-07T06:00:00,3.195,0.0
2025-09-07T06:15:00,4.59,0.0
2025-09-07T06:30:00,4.785,0.0
2025-09-07T06:45:00,4.14,0.0
2025-09-07T07:00:00,7.395,0.0
2025-09-07T07:15:00,9.39,0.0
2025-09-07T07:30:00,10.815,0.0
2025-09-07T07:45:00,12.225,0.0
2025-09-07T08:00:00,8.595,0.0
2025-09-07T08:15:00,9.945,0.0
2025-09-07T08:30:00,6.81,0.0
2025-09-07T08:45:00,6.375,0.0
2025-09-07T09:00:00,7.425,0.0
2025-09-07T09:15:00,8.16,0.0
2025-09-07T09:30:00,9.42,0.0
2025-09-07T09:45:00,9.915,0.0
2025-09-07T10:00:00,7.32,0.0
2025-09-07T10:15:00,4.755,0.0
2025-09-07T10:30:00,4.905,0.09
2025-09-07T10:45:00,0.495,0.57
2025-09-07T11:00:00,0.525,0.555
2025-09-07T11:15:00,0.48,0.54
2025-09-07T11:30:00,0.435,0.735
2025-09-07T11:45:00,0.585,0.555
2025-09-07T12:00:00,5.61,0.15
2025-09-07T12:15:00,0.24,0.72
2025-09-07T12:30:00,0.27,0.75
2025-09-07T12:45:00,0.255,0.78
2025-09-07T13:00:00,2.52,0.18
2025-09-07T13:15:00,1.23,0.375
2025-09-07T13:30:00,1.23,0.39
2025-09-07T13:45:00,0.06,0.96
2025-09-07T14:00:00,0.105,2.37
2025-09-07T14:15:00,0.0,4.005
2025-09-07T14:30:00,0.105,3.195
2025-09-07T14:45:00,0.0,4.77
2025-09-07T15:00:00,0.075,2.31
2025-09-07T15:15:00,0.12,1.995
2025-09-07T15:30:00,0.225,1.23
2025-09-07T15:45:00,0.27,0.765
2025-09-07T16:00:00,0.06,2.01
2025-09-07T16:15:00,0.15,0.525
2025-09-07T16:30:00,0.09,1.185
2025-09-07T16:45:00,0.825,0.54
2025-09-07T17:00:00,3.42,0.0
2025-09-07T17:15:00,3.03,0.0
2025-09-07T17:30:00,4.14,0.0
2025-09-07T17:45:00,7.155,0.0
2025-09-07T18:00:00,5.97,0.0
2025-09-07T18:15:00,7.425,0.0
2025-09-07T18:30:00,8.43,0.0
2025-09-07T18:45:00,8.235,0.0
2025-09-07T19:00:00,7.935,0.0
2025-09-07T19:15:00,10.23,0.0
2025-09-07T19:30:00,8.7,0.0
2025-09-07T19:45:00,7.545,0.0
2025-09-07T20:00:00,6.42,0.0
2025-09-07T20:15:00,5.04,0.0
2025-09-07T20:30:00,4.26,0.0
2025-09-07T20:45:00,4.095,0.0
2025-09-07T21:00:00,4.095,0.0
2025-09-07T21:15:00,3.48,0.0
2025-09-07T21:30:00,3.435,0.0
2025-09-07T21:45:00,3.33,0.0
2025-09-07T22:00:00,3.135,0.0
