ts,bezug_kwh_qh,einsp_kwh_qh
2025-12-03T00:30:00,2.355,0.0
2025-12-03T00:45:00,2.685,0.0
2025-12-03T01:00:00,2.655,0.0
2025-12-03T01:15:00,2.85,0.0
2025-12-03T01:30:00,2.82,0.0
2025-12-03T01:45:00,2.61,0.0
2025-12-03T02:00:00,2.805,0.0
2025-12-03T02:15:00,2.79,0.0
2025-12-03T02:30:00,2.805,0.0
2025-12-03T02:45:00,2.775,0.0
2025-12-03T03:00:00,2.505,0.0
2025-12-03T03:15:00,2.775,0.0
2025-12-03T03:30:00,2.43,0.0
2025-12-03T03:45:00,2.82,0.0
2025-12-03T04:00:00,2.595,0.0
2025-12-03T04:15:00,2.835,0.0
2025-12-03T04:30:00,2.73,0.0
2025-12-03T04:45:00,2.655,0.0
2025-12-03T05:00:00,2.61,0.0
2025-12-03T05:15:00,2.445,0.0
2025-12-03T05:30:00,2.805,0.0
2025-12-03T05:45:00,2.655,0.0
2025-12-03T06:00:00,2.94,0.0
2025-12-03T06:15:00,3.0,0.0
2025-12-03T06:30:00,3.0,0.0
2025-12-03T06:45:00,3.03,0.0
2025-12-03T07:00:00,3.075,0.0
2025-12-03T07:15:00,3.57,0.0
2025-12-03T07:30:00,2.91,0.0
2025-12-03T07:45:00,3.195,0.0
2025-12-03T08:00:00,3.12,0.0
2025-12-03T08:15:00,3.03,0.0
2025-12-03T08:30:00,3.165,0.0
2025-12-03T08:45:00,3.15,0.0
2025-12-03T09:00:00,3.255,0.0
2025-12-03T09:15:00,2.79,0.0
2025-12-03T09:30:00,4.005,0.0
2025-12-03T09:45:00,4.29,0.0
2025-12-03T10:00:00,3.57,0.0
2025-12-03T10:15:00,3.63,0.0
2025-12-03T10:30:00,3.06,0.0
2025-12-03T10:45:00,3.555,0.0
2025-12-03T11:00:00,3.06,0.0
2025-12-03T11:15:00,3.765,0.0
2025-12-03T11:30:00,3.54,0.0
2025-12-03T11:45:00,3.255,0.0
2025-12-03T12:00:00,2.925,0.0
2025-12-03T12:15:00,2.43,0.0
2025-12-03T12:30:00,2.805,0.0
2025-12-03T12:45:00,3.0,0.0
2025-12-03T13:00:00,3.735,0.0
2025-12-03T13:15:00,4.17,0.0
2025-12-03T13:30:00,4.11,0.0
2025-12-03T13:45:00,3.36,0.0
2025-12-03T14:00:00,3.285,0.0
2025-12-03T14:15:00,2.94,0.0
2025-12-03T14:30:00,3.285,0.0
2025-12-03T14:45:00,2.94,0.0
2025-12-03T15:00:00,3.045,0.0
2025-12-03T15:15:00,4.215,0.0
2025-12-03T15:30:00,4.035,0.0
2025-12-03T15:45:00,3.48,0.0
2025-12-03T16:00:00,4.365,0.0
2025-12-03T16:15:00,3.465,0.0
2025-12-03T16:30:00,3.765,0.0
2025-12-03T16:45:00,3.45,0.0
2025-12-03T17:00:00,3.435,0.0
2025-12-03T17:15:00,3.135,0.0
2025-12-03T17:30:00,3.24,0.0
2025-12-03T17:45:00,3.315,0.0
2025-12-03T18:00:00,3.03,0.0
2025-12-03T18:15:00,3.375,0.0
2025-12-03T18:30:00,3.24,0.0
2025-12-03T18:45:00,6.93,0.0
2025-12-03T19:00:00,4.56,0.0
2025-12-03T19:15:00,4.665,0.0
2025-12-03T19:30:00,4.125,0.0
2025-12-03T19:45:00,2.895,0.0
2025-12-03T20:00:00,2.64,0.0
2025-12-03T20:15:00,2.595,0.0
2025-12-03T20:30:00,2.535,0.0
2025-12-03T20:45:00,2.64,0.0
2025-12-03T21:00:00,2.625,0.0
2025-12-03T21:15:00,2.76,0.0
2025-12-03T21:30:00,2.85,0.0
2025-12-03T21:45:00,2.88,0.0
2025-12-03T22:00:00,3.12,0.0
2025-12-03T22:15:00,2.445,0.0
2025-12-03T22:30:00,2.865,0.0
2025-12-03T22:45:00,2.325,0.0
2025-12-03T23:00:00,2.565,0.0
2025-12-03T23:15:00,2.49,0.0
2025-12-03T23:30:00,2.415,0.0
2025-12-03T23:45:00,2.325,0.0
2025-12-04T00:00:00,2.19,0.0
2025-12-04T00:15:00,2.385,0.0
2025-12-04T00:30:00,2.19,0.0
2025-12-04T00:45:00,2.805,0.0
2025-12-04T01:00:00,2.28,0.0
2025-12-04T01:15:00,3.03,0.0
2025-12-04T01:30:00,2.535,0.0
2025-12-04T01:45:00,2.58,0.0
2025-12-04T02:00:00,2.475,0.0
2025-12-04T02:15:00,2.535,0.0
2025-12-04T02:30:00,2.505,0.0
2025-12-04T02:45:00,2.61,0.0
2025-12-04T03:00:00,2.625,0.0
2025-12-04T03:15:00,2.355,0.0
2025-12-04T03:30:00,2.535,0.0
2025-12-04T03:45:00,2.385,0.0
2025-12-04T04:00:00,2.895,0.0
2025-12-04T04:15:00,2.595,0.0
2025-12-04T04:30:00,2.94,0.0
2025-12-04T04:45:00,2.295,0.0
2025-12-04T05:00:00,2.49,0.0
2025-12-04T05:15:00,2.415,0.0
2025-12-04T05:30:00,2.595,0.0
2025-12-04T05:45:00,2.565,0.0
2025-12-04T06:00:00,2.76,0.0
2025-12-04T06:15:00,2.82,0.0
2025-12-04T06:30:00,2.76,0.0
2025-12-04T06:45:00,3.21,0.0
2025-12-04T07:00:00,2.91,0.0
2025-12-04T07:15:00,3.66,0.0
2025-12-04T07:30:00,2.985,0.0
2025-12-04T07:45:00,3.195,0.0
2025-12-04T08:00:00,3.165,0.0
2025-12-04T08:15:00,2.94,0.0
2025-12-04T08:30:00,3.12,0.0
2025-12-04T08:45:00,2.91,0.0
2025-12-04T09:00:00,3.24,0.0
2025-12-04T09:15:00,2.955,0.0
2025-12-04T09:30:00,3.375,0.0
2025-12-04T09:45:00,2.79,0.0
2025-12-04T10:00:00,3.195,0.0
2025-12-04T10:15:00,3.105,0.0
2025-12-04T10:30:00,3.24,0.0
2025-12-04T10:45:00,3.015,0.0
2025-12-04T11:00:00,2.73,0.0
2025-12-04T11:15:00,2.82,0.0
2025-12-04T11:30:00,2.625,0.0
2025-12-04T11:45:00,4.8,0.0
2025-12-04T12:00:00,3.255,0.0
2025-12-04T12:15:00,2.61,0.0
2025-12-04T12:30:00,2.655,0.0
2025-12-04T12:45:00,2.475,0.0
2025-12-04T13:00:00,2.055,0.0
2025-12-04T13:15:00,2.775,0.0
2025-12-04T13:30:00,2.745,0.0
2025-12-04T13:45:00,2.7,0.0
2025-12-04T14:00:00,3.315,0.0
2025-12-04T14:15:00,3.045,0.0
2025-12-04T14:30:00,3.15,0.0
2025-12-04T14:45:00,3.0,0.0
2025-12-04T15:00:00,3.15,0.0
2025-12-04T15:15:00,2.835,0.0
2025-12-04T15:30:00,3.075,0.0
2025-12-04T15:45:00,3.18,0.0
2025-12-04T16:00:00,3.585,0.0
2025-12-04T16:15:00,3.21,0.0
2025-12-04T16:30:00,3.21,0.0
2025-12-04T16:45:00,3.3,0.0
2025-12-04T17:00:00,3.39,0.0
2025-12-04T17:15:00,4.41,0.0
2025-12-04T17:30:00,3.945,0.0
2025-12-04T17:45:00,3.84,0.0
2025-12-04T18:00:00,3.72,0.0
2025-12-04T18:15:00,3.495,0.0
2025-12-04T18:30:00,3.69,0.0
2025-12-04T18:45:00,3.06,0.0
2025-12-04T19:00:00,3.54,0.0
2025-12-04T19:15:00,2.73,0.0
2025-12-04T19:30:00,2.13,0.0
2025-12-04T19:45:00,1.755,0.0
2025-12-04T20:00:00,1.8,0.0
2025-12-04T20:15:00,1.62,0.0
2025-12-04T20:30:00,2.025,0.0
2025-12-04T20:45:00,1.755,0.0
2025-12-04T21:00:00,1.905,0.0
2025-12-04T21:15:00,1.935,0.0
2025-12-04T21:30:00,2.205,0.0
2025-12-04T21:45:00,2.145,0.0
2025-12-04T22:00:00,2.04,0.0
2025-12-04T22:15:00,1.98,0.0
2025-12-04T22:30:00,2.055,0.0
2025-12-04T22:45:00,2.055,0.0
2025-12-04T23:00:00,1.785,0.0
2025-12-04T23:15:00,1.65,0.0
2025-12-04T23:30:00,1.725,0.0
2025-12-04T23:45:00,1.59,0.0
2025-12-05T00:00:00,1.74,0.0
2025-12-05T00:15:00,1.68,0.0
2025-12-05T00:30:00,1.62,0.0
2025-12-05T00:45:00,1.65,0.0
2025-12-05T01:00:00,1.725,0.0
2025-12-05T01:15:00,1.98,0.0
2025-12-05T01:30:00,1.8,0.0
2025-12-05T01:45:00,1.815,0.0
2025-12-05T02:00:00,1.95,0.0
2025-12-05T02:15:00,1.77,0.0
2025-12-05T02:30:00,1.815,0.0
2025-12-05T02:45:00,1.695,0.0
2025-12-05T03:00:00,1.755,0.0
2025-12-05T03:15:00,1.575,0.0
2025-12-05T03:30:00,1.575,0.0
2025-12-05T03:45:00,1.77,0.0
2025-12-05T04:00:00,1.68,0.0
2025-12-05T04:15:00,1.785,0.0
2025-12-05T04:30:00,1.74,0.0
2025-12-05T04:45:00,1.665,0.0
2025-12-05T05:00:00,1.56,0.0
2025-12-05T05:15:00,1.59,0.0
2025-12-05T05:30:00,1.635,0.0
2025-12-05T05:45:00,1.665,0.0
2025-12-05T06:00:00,1.755,0.0
2025-12-05T06:15:00,2.025,0.0
2025-12-05T06:30:00,2.19,0.0
2025-12-05T06:45:00,3.105,0.0
2025-12-05T07:00:00,3.105,0.0
2025-12-05T07:15:00,3.315,0.0
2025-12-05T07:30:00,2.94,0.0
2025-12-05T07:45:00,2.805,0.0
2025-12-05T08:00:00,3.165,0.0
2025-12-05T08:15:00,2.88,0.0
2025-12-05T08:30:00,3.0,0.0
2025-12-05T08:45:00,2.88,0.0
2025-12-05T09:00:00,3.0,0.0
2025-12-05T09:15:00,3.09,0.0
2025-12-05T09:30:00,3.135,0.0
2025-12-05T09:45:00,3.06,0.0
2025-12-05T10:00:00,3.105,0.0
2025-12-05T10:15:00,3.075,0.0
2025-12-05T10:30:00,2.82,0.0
2025-12-05T10:45:00,2.91,0.0
2025-12-05T11:00:00,2.655,0.0
2025-12-05T11:15:00,3.075,0.0
2025-12-05T11:30:00,2.73,0.0
2025-12-05T11:45:00,4.755,0.0
2025-12-05T12:00:00,5.535,0.0
2025-12-05T12:15:00,6.375,0.0
2025-12-05T12:30:00,6.33,0.0
2025-12-05T12:45:00,6.09,0.0
2025-12-05T13:00:00,5.55,0.0
2025-12-05T13:15:00,6.525,0.0
2025-12-05T13:30:00,7.32,0.0
2025-12-05T13:45:00,6.975,0.0
2025-12-05T14:00:00,7.11,0.0
2025-12-05T14:15:00,5.835,0.0
2025-12-05T14:30:00,5.745,0.0
2025-12-05T14:45:00,5.55,0.0
2025-12-05T15:00:00,6.81,0.0
2025-12-05T15:15:00,6.285,0.0
2025-12-05T15:30:00,3.945,0.0
2025-12-05T15:45:00,2.775,0.0
2025-12-05T16:00:00,3.39,0.0
2025-12-05T16:15:00,2.955,0.0
2025-12-05T16:30:00,2.925,0.0
2025-12-05T16:45:00,2.835,0.0
2025-12-05T17:00:00,2.94,0.0
2025-12-05T17:15:00,3.39,0.0
2025-12-05T17:30:00,3.51,0.0
2025-12-05T17:45:00,3.12,0.0
2025-12-05T18:00:00,3.75,0.0
2025-12-05T18:15:00,4.65,0.0
2025-12-05T18:30:00,4.275,0.0
2025-12-05T18:45:00,4.32,0.0
2025-12-05T19:00:00,4.23,0.0
2025-12-05T19:15:00,4.2,0.0
2025-12-05T19:30:00,3.675,0.0
2025-12-05T19:45:00,2.595,0.0
2025-12-05T20:00:00,2.97,0.0
2025-12-05T20:15:00,2.835,0.0
2025-12-05T20:30:00,2.895,0.0
2025-12-05T20:45:00,2.55,0.0
2025-12-05T21:00:00,2.715,0.0
2025-12-05T21:15:00,2.475,0.0
2025-12-05T21:30:00,2.955,0.0
2025-12-05T21:45:00,2.595,0.0
2025-12-05T22:00:00,2.76,0.0
2025-12-05T22:15:00,2.385,0.0
2025-12-05T22:30:00,3.06,0.0
2025-12-05T22:45:00,2.85,0.0
2025-12-05T23:00:00,2.925,0.0
2025-12-05T23:15:00,2.76,0.0
2025-12-05T23:30:00,2.49,0.0
2025-12-05T23:45:00,2.43,0.0
2025-12-06T00:00:00,2.745,0.0
2025-12-06T00:15:00,2.385,0.0
2025-12-06T00:30:00,2.655,0.0
2025-12-06T00:45:00,2.415,0.0
2025-12-06T01:00:00,2.685,0.0
2025-12-06T01:15:00,2.745,0.0
2025-12-06T01:30:00,2.52,0.0
2025-12-06T01:45:00,2.505,0.0
2025-12-06T02:00:00,2.55,0.0
2025-12-06T02:15:00,2.625,0.0
2025-12-06T02:30:00,2.565,0.0
2025-12-06T02:45:00,2.505,0.0
2025-12-06T03:00:00,2.265,0.0
2025-12-06T03:15:00,2.7,0.0
2025-12-06T03:30:00,2.34,0.0
2025-12-06T03:45:00,2.52,0.0
2025-12-06T04:00:00,2.43,0.0
2025-12-06T04:15:00,2.775,0.0
2025-12-06T04:30:00,2.37,0.0
2025-12-06T04:45:00,2.685,0.0
2025-12-06T05:00:00,2.25,0.0
2025-12-06T05:15:00,2.595,0.0
2025-12-06T05:30:00,2.43,0.0
2025-12-06T05:45:00,2.955,0.0
2025-12-06T06:00:00,2.58,0.0
2025-12-06T06:15:00,2.67,0.0
2025-12-06T06:30:00,2.625,0.0
2025-12-06T06:45:00,2.955,0.0
2025-12-06T07:00:00,2.535,0.0
2025-12-06T07:15:00,3.06,0.0
2025-12-06T07:30:00,2.595,0.0
2025-12-06T07:45:00,2.835,0.0
2025-12-06T08:00:00,2.775,0.0
2025-12-06T08:15:00,2.82,0.0
2025-12-06T08:30:00,2.925,0.0
2025-12-06T08:45:00,3.03,0.0
2025-12-06T09:00:00,2.85,0.0
2025-12-06T09:15:00,2.745,0.0
2025-12-06T09:30:00,2.715,0.0
2025-12-06T09:45:00,2.7,0.0
2025-12-06T10:00:00,2.64,0.0
2025-12-06T10:15:00,2.94,0.0
2025-12-06T10:30:00,3.42,0.0
2025-12-06T10:45:00,3.615,0.0
2025-12-06T11:00:00,3.495,0.0
2025-12-06T11:15:00,3.6,0.0
2025-12-06T11:30:00,3.6,0.0
2025-12-06T11:45:00,3.645,0.0
2025-12-06T12:00:00,4.185,0.0
2025-12-06T12:15:00,3.645,0.0
2025-12-06T12:30:00,3.915,0.0
2025-12-06T12:45:00,3.525,0.0
2025-12-06T13:00:00,3.135,0.0
2025-12-06T13:15:00,3.21,0.0
2025-12-06T13:30:00,3.585,0.0
2025-12-06T13:45:00,4.11,0.0
2025-12-06T14:00:00,3.675,0.0
2025-12-06T14:15:00,3.765,0.0
2025-12-06T14:30:00,3.075,0.0
2025-12-06T14:45:00,2.895,0.0
2025-12-06T15:00:00,2.61,0.0
2025-12-06T15:15:00,3.36,0.0
2025-12-06T15:30:00,2.64,0.0
2025-12-06T15:45:00,2.7,0.0
2025-12-06T16:00:00,2.685,0.0
2025-12-06T16:15:00,2.88,0.0
2025-12-06T16:30:00,3.075,0.0
2025-12-06T16:45:00,2.97,0.0
2025-12-06T17:00:00,2.85,0.0
2025-12-06T17:15:00,3.12,0.0
2025-12-06T17:30:00,2.67,0.0
2025-12-06T17:45:00,2.985,0.0
2025-12-06T18:00:00,2.85,0.0
2025-12-06T18:15:00,2.97,0.0
2025-12-06T18:30:00,2.64,0.0
2025-12-06T18:45:00,2.535,0.0
2025-12-06T19:00:00,2.67,0.0
2025-12-06T19:15:00,2.82,0.0
2025-12-06T19:30:00,2.805,0.0
2025-12-06T19:45:00,3.15,0.0
2025-12-06T20:00:00,3.21,0.0
2025-12-06T20:15:00,2.895,0.0
2025-12-06T20:30:00,3.105,0.0
2025-12-06T20:45:00,2.79,0.0
2025-12-06T21:00:00,2.775,0.0
2025-12-06T21:15:00,2.595,0.0
2025-12-06T21:30:00,2.73,0.0
2025-12-06T21:45:00,2.67,0.0
2025-12-06T22:00:00,2.625,0.0
2025-12-06T22:15:00,2.655,0.0
2025-12-06T22:30:00,2.79,0.0
2025-12-06T22:45:00,2.55,0.0
2025-12-06T23:00:00,2.76,0.0
2025-12-06T23:15:00,2.175,0.0
2025-12-06T23:30:00,2.16,0.0
2025-12-06T23:45:00,2.31,0.0
2025-12-07T00:00:00,2.34,0.0
2025-12-07T00:15:00,2.085,0.0
2025-12-07T00:30:00,2.385,0.0
2025-12-07T00:45:00,2.04,0.0
2025-12-07T01:00:00,2.37,0.0
2025-12-07T01:15:00,2.31,0.0
2025-12-07T01:30:00,2.355,0.0
2025-12-07T01:45:00,2.25,0.0
2025-12-07T02:00:00,2.565,0.0
2025-12-07T02:15:00,2.055,0.0
2025-12-07T02:30:00,2.205,0.0
2025-12-07T02:45:00,2.055,0.0
2025-12-07T03:00:00,1.995,0.0
2025-12-07T03:15:00,2.025,0.0
2025-12-07T03:30:00,1.995,0.0
2025-12-07T03:45:00,2.13,0.0
2025-12-07T04:00:00,2.01,0.0
2025-12-07T04:15:00,2.175,0.0
2025-12-07T04:30:00,1.965,0.0
2025-12-07T04:45:00,2.22,0.0
2025-12-07T05:00:00,2.04,0.0
2025-12-07T05:15:00,2.145,0.0
2025-12-07T05:30:00,1.995,0.0
2025-12-07T05:45:00,2.295,0.0
2025-12-07T06:00:00,2.205,0.0
2025-12-07T06:15:00,2.265,0.0
2025-12-07T06:30:00,2.085,0.0
2025-12-07T06:45:00,2.34,0.0
2025-12-07T07:00:00,1.995,0.0
2025-12-07T07:15:00,2.715,0.0
2025-12-07T07:30:00,2.07,0.0
2025-12-07T07:45:00,2.445,0.0
2025-12-07T08:00:00,2.235,0.0
2025-12-07T08:15:00,2.37,0.0
2025-12-07T08:30:00,2.25,0.0
2025-12-07T08:45:00,2.355,0.0
2025-12-07T09:00:00,2.085,0.0
2025-12-07T09:15:00,2.52,0.0
2025-12-07T09:30:00,2.205,0.0
2025-12-07T09:45:00,2.745,0.0
2025-12-07T10:00:00,2.31,0.0
2025-12-07T10:15:00,2.43,0.0
2025-12-07T10:30:00,2.235,0.0
2025-12-07T10:45:00,2.46,0.0
2025-12-07T11:00:00,2.22,0.0
2025-12-07T11:15:00,2.34,0.0
2025-12-07T11:30:00,2.34,0.0
2025-12-07T11:45:00,3.645,0.0
2025-12-07T12:00:00,4.665,0.0
2025-12-07T12:15:00,4.575,0.0
2025-12-07T12:30:00,4.11,0.0
2025-12-07T12:45:00,3.69,0.0
2025-12-07T13:00:00,3.795,0.0
2025-12-07T13:15:00,3.975,0.0
2025-12-07T13:30:00,3.555,0.0
2025-12-07T13:45:00,3.51,0.0
2025-12-07T14:00:00,2.73,0.0
2025-12-07T14:15:00,3.195,0.0
2025-12-07T14:30:00,4.155,0.0
2025-12-07T14:45:00,3.615,0.0
2025-12-07T15:00:00,3.06,0.0
2025-12-07T15:15:00,2.55,0.0
2025-12-07T15:30:00,2.745,0.0
2025-12-07T15:45:00,2.46,0.0
2025-12-07T16:00:00,2.775,0.0
2025-12-07T16:15:00,2.64,0.0
2025-12-07T16:30:00,2.76,0.0
2025-12-07T16:45:00,2.88,0.0
2025-12-07T17:00:00,2.895,0.0
2025-12-07T17:15:00,3.15,0.0
2025-12-07T17:30:00,3.015,0.0
2025-12-07T17:45:00,3.285,0.0
2025-12-07T18:00:00,3.135,0.0
2025-12-07T18:15:00,4.26,0.0
2025-12-07T18:30:00,2.835,0.0
2025-12-07T18:45:00,2.595,0.0
2025-12-07T19:00:00,2.985,0.0
2025-12-07T19:15:00,3.36,0.0
2025-12-07T19:30:00,3.015,0.0
2025-12-07T19:45:00,2.79,0.0
2025-12-07T20:00:00,2.805,0.0
2025-12-07T20:15:00,2.64,0.0
2025-12-07T20:30:00,2.685,0.0
2025-12-07T20:45:00,2.82,0.0
2025-12-07T21:00:00,2.91,0.0
2025-12-07T21:15:00,3.03,0.0
2025-12-07T21:30:00,3.135,0.0
2025-12-07T21:45:00,3.045,0.0
2025-12-07T22:00:00,2.895,0.0
2025-12-07T22:15:00,2.595,0.0
2025-12-07T22:30:00,2.595,0.0
2025-12-07T22:45:00,2.25,0.0
2025-12-07T23:00:00,2.175,0.0
2025-12-07T23:15:00,2.115,0.0
2025-12-07T23:30:00,2.265,0.0
2025-12-07T23:45:00,2.43,0.0
2025-12-08T00:00:00,2.265,0.0
2025-12-08T00:15:00,2.16,0.0
2025-12-08T00:30:00,2.235,0.0
2025-12-08T00:45:00,2.22,0.0
2025-12-08T01:00:00,2.55,0.0
2025-12-08T01:15:00,2.67,0.0
2025-12-08T01:30:00,2.43,0.0
2025-12-08T01:45:00,2.295,0.0
2025-12-08T02:00:00,2.595,0.0
2025-12-08T02:15:00,2.07,0.0
2025-12-08T02:30:00,2.43,0.0
2025-12-08T02:45:00,2.01,0.0
2025-12-08T03:00:00,2.385,0.0
2025-12-08T03:15:00,1.89,0.0
2025-12-08T03:30:00,2.415,0.0
2025-12-08T03:45:00,2.235,0.0
2025-12-08T04:00:00,2.58,0.0
2025-12-08T04:15:00,2.19,0.0
2025-12-08T04:30:00,2.325,0.0
2025-12-08T04:45:00,2.19,0.0
2025-12-08T05:00:00,2.13,0.0
2025-12-08T05:15:00,2.265,0.0
2025-12-08T05:30:00,2.385,0.0
2025-12-08T05:45:00,2.37,0.0
2025-12-08T06:00:00,2.64,0.0
2025-12-08T06:15:00,2.52,0.0
2025-12-08T06:30:00,2.55,0.0
2025-12-08T06:45:00,2.505,0.0
2025-12-08T07:00:00,2.715,0.0
2025-12-08T07:15:00,3.03,0.0
2025-12-08T07:30:00,2.655,0.0
2025-12-08T07:45:00,2.535,0.0
2025-12-08T08:00:00,2.7,0.0
2025-12-08T08:15:00,2.295,0.0
2025-12-08T08:30:00,2.655,0.0
2025-12-08T08:45:00,2.58,0.0
2025-12-08T09:00:00,2.595,0.0
2025-12-08T09:15:00,2.355,0.0
2025-12-08T09:30:00,2.505,0.0
2025-12-08T09:45:00,2.01,0.0
2025-12-08T10:00:00,2.505,0.0
2025-12-08T10:15:00,2.115,0.0
2025-12-08T10:30:00,2.025,0.0
2025-12-08T10:45:00,1.5,0.0
2025-12-08T11:00:00,1.86,0.0
2025-12-08T11:15:00,2.025,0.0
2025-12-08T11:30:00,2.01,0.0
2025-12-08T11:45:00,1.665,0.0
2025-12-08T12:00:00,2.085,0.0
2025-12-08T12:15:00,3.015,0.0
2025-12-08T12:30:00,2.88,0.0
2025-12-08T12:45:00,1.995,0.0
2025-12-08T13:00:00,1.77,0.0
2025-12-08T13:15:00,2.205,0.0
2025-12-08T13:30:00,1.95,0.0
2025-12-08T13:45:00,1.875,0.0
2025-12-08T14:00:00,2.655,0.0
2025-12-08T14:15:00,3.795,0.0
2025-12-08T14:30:00,3.9,0.0
2025-12-08T14:45:00,3.18,0.0
2025-12-08T15:00:00,2.655,0.0
2025-12-08T15:15:00,3.0,0.0
2025-12-08T15:30:00,2.625,0.0
2025-12-08T15:45:00,2.505,0.0
2025-12-08T16:00:00,2.94,0.0
2025-12-08T16:15:00,2.88,0.0
2025-12-08T16:30:00,3.105,0.0
2025-12-08T16:45:00,3.015,0.0
2025-12-08T17:00:00,2.955,0.0
2025-12-08T17:15:00,2.925,0.0
2025-12-08T17:30:00,3.21,0.0
2025-12-08T17:45:00,4.29,0.0
2025-12-08T18:00:00,3.645,0.0
2025-12-08T18:15:00,3.72,0.0
2025-12-08T18:30:00,3.555,0.0
2025-12-08T18:45:00,3.795,0.0
2025-12-08T19:00:00,4.095,0.0
2025-12-08T19:15:00,4.275,0.0
2025-12-08T19:30:00,4.125,0.0
2025-12-08T19:45:00,3.69,0.0
2025-12-08T20:00:00,3.855,0.0
2025-12-08T20:15:00,4.035,0.0
2025-12-08T20:30:00,3.48,0.0
2025-12-08T20:45:00,3.225,0.0
2025-12-08T21:00:00,2.895,0.0
2025-12-08T21:15:00,3.135,0.0
2025-12-08T21:30:00,3.18,0.0
2025-12-08T21:45:00,3.24,0.0
2025-12-08T22:00:00,3.255,0.0
2025-12-08T22:15:00,2.955,0.0
2025-12-08T22:30:00,2.82,0.0
2025-12-08T22:45:00,3.045,0.0
2025-12-08T23:00:00,3.15,0.0
2025-12-08T23:15:00,3.315,0.0
2025-12-08T23:30:00,3.09,0.0
2025-12-08T23:45:00,3.12,0.0
2025-12-09T00:00:00,2.82,0.0
2025-12-09T00:15:00,3.135,0.0
2025-12-09T00:30:00,2.79,0.0
2025-12-09T00:45:00,3.03,0.0
2025-12-09T01:00:00,3.21,0.0
2025-12-09T01:15:00,3.39,0.0
2025-12-09T01:30:00,3.285,0.0
2025-12-09T01:45:00,2.865,0.0
2025-12-09T02:00:00,3.27,0.0
2025-12-09T02:15:00,2.7,0.0
2025-12-09T02:30:00,3.12,0.0
2025-12-09T02:45:00,2.895,0.0
2025-12-09T03:00:00,3.105,0.0
2025-12-09T03:15:00,2.94,0.0
2025-12-09T03:30:00,3.03,0.0
2025-12-09T03:45:00,3.0,0.0
2025-12-09T04:00:00,2.985,0.0
2025-12-09T04:15:00,3.285,0.0
2025-12-09T04:30:00,2.94,0.0
2025-12-09T04:45:00,3.24,0.0
2025-12-09T05:00:00,2.805,0.0
2025-12-09T05:15:00,3.03,0.0
2025-12-09T05:30:00,2.91,0.0
2025-12-09T05:45:00,3.27,0.0
2025-12-09T06:00:00,3.045,0.0
2025-12-09T06:15:00,3.285,0.0
2025-12-09T06:30:00,3.165,0.0
2025-12-09T06:45:00,3.225,0.0
2025-12-09T07:00:00,3.39,0.0
2025-12-09T07:15:00,4.05,0.0
2025-12-09T07:30:00,3.705,0.0
2025-12-09T07:45:00,3.885,0.0
2025-12-09T08:00:00,3.825,0.0
2025-12-09T08:15:00,3.78,0.0
2025-12-09T08:30:00,3.69,0.0
2025-12-09T08:45:00,3.705,0.0
2025-12-09T09:00:00,3.375,0.0
2025-12-09T09:15:00,3.51,0.0
2025-12-09T09:30:00,3.75,0.0
2025-12-09T09:45:00,4.38,0.0
2025-12-09T10:00:00,4.83,0.0
2025-12-09T10:15:00,6.165,0.0
2025-12-09T10:30:00,6.57,0.0
2025-12-09T10:45:00,5.58,0.0
2025-12-09T11:00:00,6.9,0.0
2025-12-09T11:15:00,6.045,0.0
2025-12-09T11:30:00,6.57,0.0
2025-12-09T11:45:00,6.615,0.0
2025-12-09T12:00:00,6.18,0.0
2025-12-09T12:15:00,6.57,0.0
2025-12-09T12:30:00,6.585,0.0
2025-12-09T12:45:00,6.645,0.0
2025-12-09T13:00:00,5.265,0.0
2025-12-09T13:15:00,6.3,0.0
2025-12-09T13:30:00,6.525,0.0
2025-12-09T13:45:00,5.67,0.0
2025-12-09T14:00:00,7.14,0.0
2025-12-09T14:15:00,6.12,0.0
2025-12-09T14:30:00,4.92,0.0
2025-12-09T14:45:00,5.325,0.0
2025-12-09T15:00:00,5.4,0.0
2025-12-09T15:15:00,4.92,0.0
2025-12-09T15:30:00,4.785,0.0
2025-12-09T15:45:00,5.55,0.0
2025-12-09T16:00:00,4.89,0.0
2025-12-09T16:15:00,4.755,0.0
2025-12-09T16:30:00,4.74,0.0
2025-12-09T16:45:00,4.77,0.0
2025-12-09T17:00:00,4.605,0.0
2025-12-09T17:15:00,4.74,0.0
2025-12-09T17:30:00,4.77,0.0
2025-12-09T17:45:00,4.74,0.0
2025-12-09T18:00:00,4.47,0.0
2025-12-09T18:15:00,3.75,0.0
2025-12-09T18:30:00,4.665,0.0
2025-12-09T18:45:00,4.44,0.0
2025-12-09T19:00:00,4.215,0.0
2025-12-09T19:15:00,4.29,0.0
2025-12-09T19:30:00,4.89,0.0
2025-12-09T19:45:00,4.935,0.0
2025-12-09T20:00:00,3.795,0.0
2025-12-09T20:15:00,4.335,0.0
2025-12-09T20:30:00,4.44,0.0
2025-12-09T20:45:00,4.32,0.0
2025-12-09T21:00:00,3.495,0.0
2025-12-09T21:15:00,3.555,0.0
2025-12-09T21:30:00,3.555,0.0
2025-12-09T21:45:00,3.63,0.0
2025-12-09T22:00:00,3.825,0.0
2025-12-09T22:15:00,3.21,0.0
2025-12-09T22:30:00,3.39,0.0
